Sample_0151,5.020229916666507
Sample_0067,4.180914008633442
Sample_0158,6.110172919237009
Sample_0203,4.890311989630951
Sample_0103,6.349213724838593
Sample_0036,5.797625385596633
Sample_0165,7.530605901234794
Sample_0202,6.200730314360127
Sample_0035,6.872565247233645
Sample_0133,3.886981629464684
Sample_0066,2.3766486804070017
Sample_0115,3.7475976730738814
Sample_0039,6.69939955655309
Sample_0186,6.959497949459249
Sample_0028,5.162948789970343
Sample_0056,3.612139539740599
Sample_0092,2.374799184510778
Sample_0182,7.0934657148953155
Sample_0012,6.929052974130276
Sample_0205,4.795304520264
Sample_0091,4.9565188257692885
Sample_0011,6.143531068477487
Sample_0070,2.9792606976821787
Sample_0166,7.395755119371209
Sample_0101,4.145148059573963
Sample_0187,6.70832152874921
Sample_0013,5.520550764416309
Sample_0087,3.8822003622651255
Sample_0071,3.857299834990084
Sample_0146,6.29403067403613
Sample_0037,6.129642499671885
Sample_0065,2.650544238642957
Sample_0084,4.53854988760408
Sample_0027,5.3512965428864065
Sample_0026,5.466120978138611
Sample_0152,5.170060894197368
Sample_0131,4.608055619738026
Sample_0016,6.65430450459729
Sample_0170,5.491469743781855
Sample_0129,6.0131543643370655
Sample_0201,6.067738548140372
